Document ID,Status,Source Text,Summary,Detected Language,Detected Language Score,Document Sentiment,Document Sentiment +/-,Date
2036,PROCESSED,Facebook and Google Face Real Regulatory Risk. The Pain Is Just Starting.,Facebook and Google Face Real Regulatory Risk... The Pain Is Just Starting... ,English,0.15872446,0,neutral,"Feb. 14, 2020 at 4:55 p.m. ET"
2037,PROCESSED,"Credit cards reward convenience spending, but it could cost you","Credit cards reward convenience spending, but it could cost you... ",English,0.35266128,0.545000017,positive,"Feb. 14, 2020 at 5:02 a.m. ET"
2038,PROCESSED,Roku stock rallies on earnings after upbeat forecast,Roku stock rallies on earnings after upbeat forecast... ,English,0.2790322,0.550000012,positive,"Feb. 13, 2020 at 4:53 p.m. ET"
2039,PROCESSED,Coronavirus Will Continue to Roil Markets. These 3 Sectors Won’t Recover Soon.,Coronavirus Will Continue to Roil Markets... These 3 Sectors Won’t Recover Soon... ,English,0.19044036,0.469999999,positive,"Feb. 13, 2020 at 7:30 a.m. ET"
2040,PROCESSED,"He shorted Tesla for his clients last month — obviously, it didn’t go very well","He shorted Tesla for his clients last month — obviously, it didn’t go very well... ",English,0.24521646,0.467499971,positive,"Feb. 13, 2020 at 4:11 p.m. ET"
2041,PROCESSED,Why some index funds don’t provide the stock market diversification you need,Why some index funds don’t provide the stock market diversification you need... ,English,0.22142307,0,neutral,"Feb. 13, 2020 at 3:38 p.m. ET"
2042,PROCESSED,Stock market rally goes into overdrive — here’s the game plan,Stock market rally goes into overdrive — here’s the game plan... ,English,0.18895943,0.600000024,positive,"Feb. 13, 2020 at 3:26 p.m. ET"
2043,PROCESSED,The lessons of Vanguard’s Jack Bogle have helped countless investors — but his picks could be improved,The lessons of Vanguard’s Jack Bogle have helped countless investors — but his picks could be improved... ,English,0.21812013,0.735000014,positive,"Feb. 13, 2020 at 12:43 p.m. ET"
2044,PROCESSED,How investors can tell which company could win the streaming wars,How investors can tell which company could win the streaming wars... ,English,0.24320716,0.529862106,positive,"Feb. 13, 2020 at 10:45 a.m. ET"
2045,PROCESSED,"Stock market generals are marching ahead, but the troops aren’t following","Stock market generals are marching ahead, but the troops aren’t following... ",English,0.20593336,0,neutral,"Feb. 13, 2020 at 10:18 a.m. ET"
2046,PROCESSED,Apple's stock falls 0.7% to pull back from Wednesday's record close,Apple's stock falls 0.7% to pull back from Wednesday's record close... ,English,0.18502846,0,neutral,"Feb. 13, 2020 at 9:34 a.m. ET"
2047,PROCESSED,Roku Reports Earnings Today. Here’s What to Expect.,Roku Reports Earnings Today... Here’s What to Expect... ,English,0.18458669,0,neutral,"Feb. 11, 2020 at 6:45 a.m. ET"
2048,PROCESSED,Big multinationals may have to bid farewell to the Irish tax haven they knew,Big multinationals may have to bid farewell to the Irish tax haven they knew... ,English,0.19976613,0,neutral,"Feb. 13, 2020 at 6:15 a.m. ET"
2049,PROCESSED,"FTC to investigate ‘hundreds’ of past acquisitions made by Microsoft, Google, Apple, Amazon and Facebook","FTC to investigate ‘hundreds’ of past acquisitions made by Microsoft, Google, Apple, Amazon and Facebook... ",English,0.139706,0,neutral,"Feb. 12, 2020 at 6:16 p.m. ET"
2050,PROCESSED,"Dow's 289-point jump led by gains for shares of UnitedHealth, Nike","Dow's 289-point jump led by gains for shares of UnitedHealth, Nike... ",English,0.14009938,0,neutral,"Feb. 12, 2020 at 3:52 p.m. ET"
2051,PROCESSED,"Samsung prices cheapest new Galaxy smartphones at $1,000, even after Apple went lower on iPhone","Samsung prices cheapest new Galaxy smartphones at $1,000, even after Apple went lower on iPhone... ",English,0.25492895,0.75,positive,"Feb. 12, 2020 at 11:34 a.m. ET"
2052,PROCESSED,"Trump again takes credit for the bull market, touts a different kind of MAGA — Microsoft, Amazon, Google and Apple","Trump again takes credit for the bull market, touts a different kind of MAGA — Microsoft, Amazon, Google and Apple... ",English,0.12728675,0.300000012,positive,"Feb. 12, 2020 at 10:35 a.m. ET"
2053,PROCESSED,Apple retakes 'most valuable' title as stock rallies while Microsoft shares slip,Apple retakes 'most valuable' title as stock rallies while Microsoft shares slip... ,English,0.27435574,0.446400017,positive,"Feb. 12, 2020 at 10:26 a.m. ET"
2054,PROCESSED,"Big Tech keeps getting bigger, as antitrust inquiries continue to multiply","Big Tech keeps getting bigger, as antitrust inquiries continue to multiply... ",English,0.14989217,0,neutral,"Feb. 12, 2020 at 8:24 a.m. ET"
2055,PROCESSED,The Nasdaq-100 Could Be Ready to Fall. Here’s Why.,The Nasdaq-100 Could Be Ready to Fall... Here’s Why... ,English,0.18028156,0,neutral,"Feb. 12, 2020 at 5:06 a.m. ET"
2056,PROCESSED,"Coronavirus may be smaller risk to Chinese manufacturing than feared, says JPMorgan","Coronavirus may be smaller risk to Chinese manufacturing than feared, says JPMorgan... ",English,0.2038339,-0.545000017,negative,"Feb. 12, 2020 at 6:54 a.m. ET"
2057,PROCESSED,The Dow Dropped 0.002% Today. Seriously.,The Dow Dropped 0.002% Today... ,English,0.17625701,0,neutral,"Feb. 11, 2020 at 5:30 p.m. ET"
2058,PROCESSED,"Trump’s FTC Declares War on Amazon, Facebook, and Other Tech Giants With a Probe of 10 Years of Deals","Trump’s FTC Declares War on Amazon, Facebook, and Other Tech Giants With a Probe of 10 Years of Deals... ",English,0.12145023,0,neutral,"Feb. 11, 2020 at 4:39 p.m. ET"
2059,PROCESSED,GE Is a Shadow of Itself. How It Got That Way and How it Can be Fixed.,GE Is a Shadow of Itself... How It Got That Way and How it Can be Fixed... ,English,0.13708998,0.658800066,positive,"Feb. 11, 2020 at 11:45 a.m. ET"
2060,PROCESSED,"Money flows into tech stocks are stronger than ever, a possible contrarian indicator","Money flows into tech stocks are stronger than ever, a possible contrarian indicator... ",English,0.120956704,0,neutral,"Feb. 11, 2020 at 5:15 p.m. ET"
2061,PROCESSED,Roku earnings preview: Getting a first read on Disney and Apple’s impacts,Roku earnings preview: Getting a first read on Disney and Apple’s impacts... ,English,0.106513344,0,neutral,"Feb. 11, 2020 at 4:43 p.m. ET"
2062,PROCESSED,Amazon's stock rallies toward 4th-straight record close,Amazon's stock rallies toward 4th-straight record close... ,English,0.31177127,0.600000024,positive,"Feb. 11, 2020 at 2:13 p.m. ET"
2063,PROCESSED,"FTC to look into past Big Tech acquisitions, including Microsoft","FTC to look into past Big Tech acquisitions, including Microsoft... ",English,0.16856374,0,neutral,"Feb. 11, 2020 at 12:13 p.m. ET"
2064,PROCESSED,VirnetX's stock rallies after court denied Apple a rehearing of patent infringement case,VirnetX's stock rallies after court denied Apple a rehearing of patent infringement case... ,English,0.10938933,0.055000007,neutral,"Feb. 11, 2020 at 9:38 a.m. ET"
2065,PROCESSED,"Apple Is Really a Luxury-Goods Stock, Analyst Says. That Makes It Worth More.","Apple Is Really a Luxury-Goods Stock, Analyst Says... That Makes It Worth More... ",English,0.13047673,0,neutral,"Feb. 11, 2020 at 8:00 a.m. ET"
2066,PROCESSED,The S&P 500 Closed at a Record High. The Dow Did Not.,The S&P 500 Closed at a Record High... The Dow Did Not... ,English,0.1480397,0,neutral,"Feb. 10, 2020 at 7:41 p.m. ET"
2067,PROCESSED,Looking for another Apple or Amazon? These stocks have one important thing in common with tech’s big winners,Looking for another Apple or Amazon?... These stocks have one important thing in common with tech’s big winners... ,English,0.15300176,0.375775874,positive,"Feb. 10, 2020 at 5:38 p.m. ET"
2068,PROCESSED,Stock market investors’ motto — ‘in central banks we trust’ — is still working,Stock market investors’ motto — ‘in central banks we trust’ — is still working... ,English,0.26933593,0,neutral,"Feb. 10, 2020 at 4:39 p.m. ET"
2069,PROCESSED,AMD Stock Could Be Less Than 3 Hours Away From Closing at an All-Time High,AMD Stock Could Be Less Than 3 Hours Away From Closing at an All-Time High... ,English,0.26357242,0,neutral,"Feb. 10, 2020 at 1:24 p.m. ET"
2070,PROCESSED,"Microsoft's stock rises while Apple falls, to put Microsoft back on top as most valuable U.S. company","Microsoft's stock rises while Apple falls, to put Microsoft back on top as most valuable U.S. company... ",English,0.18828292,0.633000016,positive,"Feb. 10, 2020 at 12:59 p.m. ET"
2071,PROCESSED,"Coronavirus update: 910 deaths, 40,000 sickened, companies withdraw from global conferences","Coronavirus update: 910 deaths, 40,000 sickened, companies withdraw from global conferences... ",English,0.37145126,-0.285365343,negative,"Feb. 10, 2020 at 12:23 p.m. ET"
2072,PROCESSED,Apple stock falls after analyst calls Foxconn delay a ‘concerning development’,Apple stock falls after analyst calls Foxconn delay a ‘concerning development’... ,English,0.107426524,0,neutral,"Feb. 10, 2020 at 10:45 a.m. ET"
2073,PROCESSED,Apple Has a Coronavirus Problem. Here’s Why.,Apple Has a Coronavirus Problem... Here’s Why... ,English,0.10004151,-0.461549938,negative,"Feb. 10, 2020 at 10:39 a.m. ET"
2074,PROCESSED,Investors brace for coronavirus shock as China factories poised to reopen Monday,Investors brace for coronavirus shock as China factories poised to reopen Monday... ,English,0.13102637,0.184676155,neutral,"Feb. 10, 2020 at 7:40 a.m. ET"
2075,PROCESSED,"Apple stock falls; a delay in production resuming at Foxconn would be 'shock to the system,' analyst says","Apple stock falls; a delay in production resuming at Foxconn would be 'shock to the system,' analyst says... ",English,0.13429055,-0.535165906,negative,"Feb. 10, 2020 at 7:35 a.m. ET"
2076,PROCESSED,The earnings recession is expected to end after some big profit surprises,The earnings recession is expected to end after some big profit surprises... ,English,0.18216923,-0.038238287,neutral,"Feb. 10, 2020 at 6:48 a.m. ET"
2077,PROCESSED,10 cool cars to get you through the winter,10 cool cars to get you through the winter... ,English,0.17170462,0,neutral,"Feb. 10, 2020 at 5:03 a.m. ET"
2078,PROCESSED,Here’s why Facebook agreed to pay $550 million privacy settlement to Illinois,Here’s why Facebook agreed to pay $550 million privacy settlement to Illinois... ,English,0.13916454,0,neutral,"Feb. 9, 2020 at 5:00 p.m. ET"
2079,PROCESSED,Energy Stocks Might Finally Have Hit Bottom. It’s Time for Investors to Get In.,Energy Stocks Might Finally Have Hit Bottom... It’s Time for Investors to Get In... ,English,0.13858834,0,neutral,"Feb. 7, 2020 at 5:33 p.m. ET"
2080,PROCESSED,Tesla Stock Is Up Almost 80% in 2020. Here’s What Could Happen Next.,Tesla Stock Is Up Almost 80% in 2020... Here’s What Could Happen Next... ,English,0.14014798,0,neutral,"Feb. 9, 2020 at 6:00 a.m. ET"
2081,PROCESSED,"From Pitt to ‘1917,’ what to anticipate at Sunday’s Oscars","From Pitt to ‘1917,’ what to anticipate at Sunday’s Oscars... ",English,0.16903137,0,neutral,"Feb. 8, 2020 at 7:40 p.m. ET"
2082,PROCESSED,"Coronavirus update: At least 724 deaths, WHO to send mission, American dies in China","Coronavirus update: At least 724 deaths, WHO to send mission, American dies in China... ",English,0.13743715,-0.075000033,negative,"Feb. 8, 2020 at 6:53 p.m. ET"
2083,PROCESSED,Coronavirus Could Bring Tech Supply Chains to a Halt,Coronavirus Could Bring Tech Supply Chains to a Halt... ,English,0.1124158,0,neutral,"Feb. 7, 2020 at 8:27 p.m. ET"
2084,PROCESSED,Coronavirus? Slower Growth? The Dow Just Had a Spectacular Week.,The Dow Just Had a Spectacular Week... ,English,0.124909624,0.800000012,positive,"Feb. 7, 2020 at 8:17 p.m. ET"
2085,PROCESSED,LeBron James earns more from two Instagram posts than he does for a whole NBA game,LeBron James earns more from two Instagram posts than he does for a whole NBA game... ,English,0.12907067,0,neutral,"Feb. 7, 2020 at 4:27 p.m. ET"
2086,PROCESSED,Stocks end lower as market retreats from records,Stocks end lower as market retreats from records... ,English,0.24235022,-0.550000012,negative,"Feb. 7, 2020 at 4:22 p.m. ET"
2087,PROCESSED,"Buy These Stocks Because the Tech Rally Can Continue to Run, Analyst Says","Buy These Stocks Because the Tech Rally Can Continue to Run, Analyst Says... ",English,0.18262309,0,neutral,"Feb. 7, 2020 at 1:35 p.m. ET"
2088,PROCESSED,"Dow's nearly 200-point fall led by losses in shares of Dow Inc., Caterpillar","Dow's nearly 200-point fall led by losses in shares of Dow Inc., Caterpillar... ",English,0.117623664,-0.600000024,negative,"Feb. 7, 2020 at 9:45 a.m. ET"
2089,PROCESSED,"ViacomCBS said to be planning new streaming service, entering an already crowded field","ViacomCBS said to be planning new streaming service, entering an already crowded field... ",English,0.22009592,-0.5,negative,"Feb. 7, 2020 at 7:43 a.m. ET"
2090,PROCESSED,WHO worries about 'shortage' of protective equipment,WHO worries about 'shortage' of protective equipment... ,English,0.22747067,-0.197775915,negative,"Feb. 7, 2020 at 7:39 a.m. ET"
2091,PROCESSED,"What’s worth streaming in February? ‘Hunters,’ new ‘Narcos’ and ‘To All the Boys’ sequel, for starters","What’s worth streaming in February?... ‘Hunters,’ new ‘Narcos’ and ‘To All the Boys’ sequel, for starters... ",English,0.13315699,0,neutral,"Feb. 6, 2020 at 9:05 p.m. ET"
2092,PROCESSED,"News Corp profit, revenue declines","News Corp profit, revenue declines... ",English,0.39589596,0.628228188,positive,"Feb. 6, 2020 at 8:11 p.m. ET"
2093,PROCESSED,This is how Tesla ranks compared with other popular technology stocks,This is how Tesla ranks compared with other popular technology stocks... ,English,0.24502778,0.720000029,positive,"Feb. 6, 2020 at 1:56 p.m. ET"
2094,PROCESSED,"Coronavirus update: 565 deaths, more than 28,000 cases worldwide, Yum China reports ‘significant interruption’","Coronavirus update: 565 deaths, more than 28,000 cases worldwide, Yum China reports ‘significant interruption’... ",English,0.66335213,0.130129978,neutral,"Feb. 6, 2020 at 12:29 p.m. ET"
2095,PROCESSED,"Bullish momentum broadens, S&P 500 breaks to record highs","Bullish momentum broadens, S&P 500 breaks to record highs... ",Romanian,0.13252087,0,neutral,"Feb. 6, 2020 at 12:12 p.m. ET"
2096,PROCESSED,China’s Economy Has Grown Since SARS. That Makes Coronavirus More Dangerous to the Global Economy.,China’s Economy Has Grown Since SARS... That Makes Coronavirus More Dangerous to the Global Economy... ,English,0.19120127,-0.705600023,negative,"Jan. 31, 2020 at 7:07 p.m. ET"
2097,PROCESSED,"Buy Micron Stock to Play Higher Memory-Chip Pricing, Analyst Says","Buy Micron Stock to Play Higher Memory-Chip Pricing, Analyst Says... ",English,0.1655964,0,neutral,"Feb. 6, 2020 at 11:04 a.m. ET"
2098,PROCESSED,Apple Now Sells More Watches Than All Swiss Watchmakers Combined,Apple Now Sells More Watches Than All Swiss Watchmakers Combined... ,English,0.45201364,0,neutral,"Feb. 5, 2020 at 4:48 p.m. ET"
2099,PROCESSED,Bulls are running in the stock market as the weak hands are flushed out,Bulls are running in the stock market as the weak hands are flushed out... ,English,0.15057005,-0.5,negative,"Feb. 5, 2020 at 4:02 p.m. ET"
2100,PROCESSED,Here are Disney’s hurdles in becoming an international streaming sensation,Here are Disney’s hurdles in becoming an international streaming sensation... ,English,0.11873631,0,neutral,"Feb. 5, 2020 at 2:03 p.m. ET"
2101,PROCESSED,Qualcomm earnings: Looking for clues on 5G smartphone expectations,Qualcomm earnings: Looking for clues on 5G smartphone expectations... ,English,0.13699308,0,neutral,"Feb. 5, 2020 at 12:19 p.m. ET"
2102,PROCESSED,"New Jersey’s Pension Sold Apple, AT&T, and Microsoft Stock. Here’s What It’s Buying.","New Jersey’s Pension Sold Apple, AT&T, and Microsoft Stock... Here’s What It’s Buying... ",English,0.21460141,0,neutral,"Feb. 5, 2020 at 7:30 a.m. ET"
2103,PROCESSED,"Coronavirus hurts production at Airbus, Hyundai","Coronavirus hurts production at Airbus, Hyundai... ",English,0.20368488,-0.360000014,negative,"Feb. 5, 2020 at 7:09 a.m. ET"
2104,PROCESSED,Jeff Bezos just sold $1.8 billion in Amazon stock,Jeff Bezos just sold $1.8 billion in Amazon stock... ,English,0.11473862,0,neutral,"Feb. 4, 2020 at 11:28 p.m. ET"
2105,PROCESSED,Asian markets rise on optimism that China’s economy will ride out effects of outbreak,Asian markets rise on optimism that China’s economy will ride out effects of outbreak... ,English,0.21664312,0,neutral,"Feb. 4, 2020 at 10:52 p.m. ET"
2106,PROCESSED,"Amazon is officially worth $1 trillion, joining other tech titans","Amazon is officially worth $1 trillion, joining other tech titans... ",English,0.18650223,0,neutral,"Feb. 4, 2020 at 4:54 p.m. ET"
2107,PROCESSED,Nasdaq clinches record close as stock market rebounds from coronavirus selloff,Nasdaq clinches record close as stock market rebounds from coronavirus selloff... ,English,0.2401652,0,neutral,"Feb. 4, 2020 at 4:36 p.m. ET"
2108,PROCESSED,"Apple Inc., Microsoft share gains contribute to Dow's 400-point rally","Apple Inc., Microsoft share gains contribute to Dow's 400-point rally... ",English,0.14867768,0.545000017,positive,"Feb. 4, 2020 at 3:55 p.m. ET"
2109,PROCESSED,This is the most dangerous thing to do on your phone while crossing the street,This is the most dangerous thing to do on your phone while crossing the street... ,English,0.18768407,-0.400000006,negative,"Feb. 4, 2020 at 3:37 p.m. ET"
2110,PROCESSED,Spotify Reports Earnings Tomorrow. Here’s What to Watch.,Spotify Reports Earnings Tomorrow... Here’s What to Watch... ,English,0.16843234,0,neutral,"Feb. 4, 2020 at 12:43 p.m. ET"
2111,PROCESSED,"Central banks’ money printing buoys stocks, but for how much longer?","Central banks’ money printing buoys stocks, but for how much longer?... ",English,0.20406826,0,neutral,"Feb. 4, 2020 at 11:44 a.m. ET"
2112,PROCESSED,"Microsoft, Apple Inc. share gains lead Dow's 480-point rally","Microsoft, Apple Inc. share gains lead Dow's 480-point rally... ",English,0.26008236,0.600000024,positive,"Feb. 4, 2020 at 11:25 a.m. ET"
2113,PROCESSED,"UnitedHealth, Nike share gains lead Dow's 400-point rally","UnitedHealth, Nike share gains lead Dow's 400-point rally... ",English,0.24416454,0.600000024,positive,"Feb. 4, 2020 at 9:45 a.m. ET"
2114,PROCESSED,Latest loss by Tesla shorts: $2.5 billion on Monday alone,Latest loss by Tesla shorts: $2.5 billion on Monday alone... ,English,0.19043028,-0.600000024,negative,"Feb. 4, 2020 at 7:35 a.m. ET"
2115,PROCESSED,"Alphabet shares decline on revenue miss; YouTube ad, cloud revenues finally revealed","Alphabet shares decline on revenue miss; YouTube ad, cloud revenues finally revealed... ",English,0.19882074,-0.476978004,negative,"Feb. 4, 2020 at 7:29 a.m. ET"
2116,PROCESSED,Amazon fails to officially join $1 trillion club for a fourth time,Amazon fails to officially join $1 trillion club for a fourth time... ,English,0.105986,-0.579999983,negative,"Feb. 4, 2020 at 7:26 a.m. ET"
2117,PROCESSED,Asian markets gain as Chinese stocks stabilize after Monday’s selloff,Asian markets gain as Chinese stocks stabilize after Monday’s selloff... ,English,0.26320675,0.490833342,positive,"Feb. 3, 2020 at 11:26 p.m. ET"
2118,PROCESSED,Verizon Stock Gets Downgraded. Why the Company Has Limited Near-Term Potential.,Verizon Stock Gets Downgraded... Why the Company Has Limited Near-Term Potential... ,English,0.21637173,-0.600000024,negative,"Feb. 3, 2020 at 4:27 p.m. ET"
2119,PROCESSED,"Amazon’s $1 Trillion Valuation, and Two More Numbers to Know","Amazon’s $1 Trillion Valuation, and Two More Numbers to Know... ",English,0.16396385,-0.466666698,negative,"Feb. 3, 2020 at 5:11 a.m. ET"
2120,PROCESSED,"Apple TV+ needed two months to achieve what Disney+ did in a day, says analyst","Apple TV+ needed two months to achieve what Disney+ did in a day, says analyst... ",English,0.12370952,0.49000001,positive,"Feb. 3, 2020 at 4:13 p.m. ET"
2121,PROCESSED,The Roku-Fox Dispute Was Resolved Before the Super Bowl. Analyst Says It Still Highlights a Risk.,The Roku-Fox Dispute Was Resolved Before the Super Bowl... Analyst Says It Still Highlights a Risk... ,English,0.14376533,-0.205000013,negative,"Feb. 3, 2020 at 3:33 p.m. ET"
2122,PROCESSED,"How Apple, Amazon, and Other Tech Giants Could Avoid a 2000-Style Dot-Com Bust","How Apple, Amazon, and Other Tech Giants Could Avoid a 2000-Style Dot-Com Bust... ",English,0.116365574,0,neutral,"Feb. 3, 2020 at 2:32 p.m. ET"
2123,PROCESSED,People Are Skipping Their Free Apple TV+ Trials. 3 Possible Reasons Why.,People Are Skipping Their Free Apple TV+ Trials... 3 Possible Reasons Why... ,English,0.44579685,0,neutral,"Feb. 3, 2020 at 2:16 p.m. ET"
2124,PROCESSED,"Apple’s Real Coronavirus Risk Is the iPhone Supply Chain, Not China Retail Stores","Apple’s Real Coronavirus Risk Is the iPhone Supply Chain, Not China Retail Stores... ",English,0.1697954,-0.600000024,negative,"Feb. 3, 2020 at 1:54 p.m. ET"
2125,PROCESSED,More fuel for Tesla? Stock could join the S&P 500 by the end of the year,More fuel for Tesla?... Stock could join the S&P 500 by the end of the year... ,English,0.17646445,0,neutral,"Feb. 3, 2020 at 9:07 a.m. ET"
2126,PROCESSED,Alphabet Reports Earnings Today. Here’s What To Expect.,Alphabet Reports Earnings Today... Here’s What To Expect... ,English,0.18458669,0,neutral,"Feb. 2, 2020 at 3:44 p.m. ET"
2127,PROCESSED,"Apple, Intel, and Other China-Exposed Stocks to Buy on the Dip","Apple, Intel, and Other China-Exposed Stocks to Buy on the Dip... ",English,0.16875133,0,neutral,"Feb. 3, 2020 at 6:30 a.m. ET"
2128,PROCESSED,"Apple's stock falls 1.0% premarket, after dropping 3.8% over the past three sessions","Apple's stock falls 1.0% premarket, after dropping 3.8% over the past three sessions... ",English,0.2201377,0,neutral,"Feb. 3, 2020 at 7:29 a.m. ET"
2129,PROCESSED,"Apple closes stores, offices in China over virus","Apple closes stores, offices in China over virus... ",English,0.121534266,0,neutral,"Feb. 2, 2020 at 4:18 p.m. ET"
2130,PROCESSED,The Final Frontier of Streaming: ViacomCBS Launches Star Trek,The Final Frontier of Streaming: ViacomCBS Launches Star Trek... ,English,0.15155485,0,neutral,"Feb. 2, 2020 at 8:30 a.m. ET"
2131,PROCESSED,Al Gore’s Apple Stock Is Now Worth $35 Million,Al Gore’s Apple Stock Is Now Worth $35 Million... ,Danish,0.11046448,0,neutral,"Feb. 2, 2020 at 7:30 a.m. ET"
2132,PROCESSED,The 10 best new car models of 2020,The 10 best new car models of 2020... ,English,0.1669264,0.444999993,positive,"Feb. 1, 2020 at 3:48 p.m. ET"
2133,PROCESSED,Coronavirus update: China death toll reaches 259; WHO warns countries to prepare,Coronavirus update: China death toll reaches 259; WHO warns countries to prepare... ,English,0.15818456,-0.075000033,negative,"Feb. 1, 2020 at 3:21 p.m. ET"
2134,PROCESSED,"Apple closes Chinese stores, corporate offices until Feb 9 due to coronavirus","Apple closes Chinese stores, corporate offices until Feb 9 due to coronavirus... ",English,0.18383266,0,neutral,"Feb. 1, 2020 at 2:25 p.m. ET"
2135,PROCESSED,How Oprah’s Book Club pick ‘American Dirt’ went from industry darling to print pariah,How Oprah’s Book Club pick ‘American Dirt’ went from industry darling to print pariah... ,English,0.19069709,-0.061744958,negative,"Feb. 1, 2020 at 2:15 p.m. ET"
2136,PROCESSED,How the coronavirus scare has driven dangerous arrogance and greed in the stock market,How the coronavirus scare has driven dangerous arrogance and greed in the stock market... ,English,0.14406891,-0.57249999,negative,"Feb. 1, 2020 at 1:27 p.m. ET"
2137,PROCESSED,"A hidden stock tip in Apple earnings? Watch these semiconductor companies, analyst says","A hidden stock tip in Apple earnings?... Watch these semiconductor companies, analyst says... ",English,0.10361864,0,neutral,"Feb. 1, 2020 at 1:21 p.m. ET"
2138,PROCESSED,"Tesla shorts ‘trampled,’ face more than $1.5 billion in paper losses","Tesla shorts ‘trampled,’ face more than $1.5 billion in paper losses... ",English,0.14065376,-0.720000029,negative,"Feb. 1, 2020 at 1:16 p.m. ET"
2139,PROCESSED,Weekend reads: It’s only a matter of time before Tesla’s stock gets this huge support,Weekend reads: It’s only a matter of time before Tesla’s stock gets this huge support... ,English,0.12236192,0.200000003,neutral,"Feb. 1, 2020 at 12:36 p.m. ET"
2140,PROCESSED,Roku and Fox reach distribution deal to avoid streaming blackout ahead of Super Bowl,Roku and Fox reach distribution deal to avoid streaming blackout ahead of Super Bowl... ,English,0.1344496,0,neutral,"Feb. 1, 2020 at 11:21 a.m. ET"
2141,PROCESSED,Disney and Alphabet could put an end to the earnings recession,Disney and Alphabet could put an end to the earnings recession... ,English,0.17445533,-0.600000024,negative,"Feb. 1, 2020 at 10:02 a.m. ET"
2142,PROCESSED,"The stock market’s biggest problem this week isn’t the coronavirus or Mideast tensions, strategist warns","The stock market’s biggest problem this week isn’t the coronavirus or Mideast tensions, strategist warns... ",English,0.18615392,-0.461549938,negative,"Feb. 1, 2020 at 9:24 a.m. ET"
2143,PROCESSED,There’s only one stock millennials prefer over Amazon and Tesla,There’s only one stock millennials prefer over Amazon and Tesla... ,English,0.22566506,0,neutral,"Feb. 1, 2020 at 8:53 a.m. ET"
2144,PROCESSED,"CNBC’s Jim Cramer: Here comes the panic, but don’t rush to buy the dip","CNBC’s Jim Cramer: Here comes the panic, but don’t rush to buy the dip... ",English,0.17351365,-0.75,negative,"Feb. 1, 2020 at 8:42 a.m. ET"
2145,PROCESSED,This Earnings Season Is Better Than You Think,This Earnings Season Is Better Than You Think... ,English,0.25711,0.300000012,positive,"Jan. 31, 2020 at 6:29 p.m. ET"
2146,PROCESSED,AMD Stock Has Soared but 2020 Could Bring New Challenges,AMD Stock Has Soared but 2020 Could Bring New Challenges... ,English,0.66634625,0.588000059,positive,"Jan. 31, 2020 at 6:01 p.m. ET"
2147,PROCESSED,Hulu CEO Freer to step down,Hulu CEO Freer to step down... ,English,0.15053064,0,neutral,"Jan. 31, 2020 at 5:29 p.m. ET"
2148,PROCESSED,Alibaba Stock Looks Like a Buy on Coronavirus Fears,Alibaba Stock Looks Like a Buy on Coronavirus Fears... ,English,0.102401115,-0.49000001,negative,"Jan. 30, 2020 at 4:17 a.m. ET"
2149,PROCESSED,Recession? Correction? Coronavirus Isn’t Likely to Cause Either.,Coronavirus Isn’t Likely to Cause Either... ,English,0.14494881,0,neutral,"Jan. 31, 2020 at 4:06 p.m. ET"
2150,PROCESSED,"Dow Inc., Exxon Mobil share losses lead Dow's 614-point fall","Dow Inc., Exxon Mobil share losses lead Dow's 614-point fall... ",English,0.23926017,-0.600000024,negative,"Jan. 31, 2020 at 3:15 p.m. ET"
2151,PROCESSED,"Apple's stock suffering the biggest selloff in 5 months, acts as the Dow's biggest drag","Apple's stock suffering the biggest selloff in 5 months, acts as the Dow's biggest drag... ",English,0.14475603,-0.75,negative,"Jan. 31, 2020 at 1:54 p.m. ET"
2152,PROCESSED,Google-parent Alphabet's stock falls enough to knock market cap below the trillion-dollar mark,Google-parent Alphabet's stock falls enough to knock market cap below the trillion-dollar mark... ,English,0.16542017,0,neutral,"Jan. 31, 2020 at 12:21 p.m. ET"
2153,PROCESSED,Amazon's stock surges to set new all-time intraday high after blowout earnings,Amazon's stock surges to set new all-time intraday high after blowout earnings... ,English,0.19402629,0,neutral,"Jan. 31, 2020 at 9:42 a.m. ET"
2154,PROCESSED,"McDonald’s is acting more like a FAANG, and investors should love it","McDonald’s is acting more like a FAANG, and investors should love it... ",English,0.12062867,0.600000024,positive,"Jan. 31, 2020 at 9:15 a.m. ET"
2155,PROCESSED,Amazon Earnings Were So Good It’s Now a Trillion Dollar Stock,Amazon Earnings Were So Good It’s Now a Trillion Dollar Stock... ,English,0.13847943,0.400000006,positive,"Jan. 30, 2020 at 4:43 p.m. ET"
2156,PROCESSED,One Medical is going public: 5 things to know about the primary-care startup,One Medical is going public: 5 things to know about the primary-care startup... ,English,0.2023067,0,neutral,"Jan. 31, 2020 at 7:54 a.m. ET"
2157,PROCESSED,Amazon’s record holiday sales send stock soaring toward $1 trillion valuation,Amazon’s record holiday sales send stock soaring toward $1 trillion valuation... ,English,0.8397617,0.033333242,neutral,"Jan. 31, 2020 at 7:25 a.m. ET"
2158,PROCESSED,Why it can pay to buy the stocks of companies you love to hate,Why it can pay to buy the stocks of companies you love to hate... ,English,0.15711617,-0.049999982,neutral,"Jan. 31, 2020 at 6:24 a.m. ET"
