Headline,Date
A warning shot has been fired over the world's hottest stock market,"Mar. 8, 2019 at 9:56 a.m. ET"
"S&P 500 ventures under 200-day average, pulls in to nail major support (2,742)","Mar. 7, 2019 at 11:59 a.m. ET"
Here’s why lessons learned from the 10-year bull market in stocks could hurt you,"Mar. 7, 2019 at 8:29 a.m. ET"
ETF trading on the blockchain signals where digital currencies could be headed,"Mar. 6, 2019 at 12:39 p.m. ET"
"Bull-bear stalemate persists, S&P 500 extends pullback from major resistance","Mar. 6, 2019 at 12:08 p.m. ET"
Don’t expect the U.S. stock market to keep rising at the current pace,"Mar. 6, 2019 at 11:07 a.m. ET"
The Stock Market Hit Bottom 10 Years Ago Today. Here’s What You’d Have Now if You Invested Then,"Mar. 6, 2019 at 5:00 a.m. ET"
Charting a bull-trend pullback: S&P 500 absorbs March shot across the bow,"Mar. 5, 2019 at 12:59 p.m. ET"
Charting a bull-trend pullback: S&P 500 weathers March shot across the bow,"Mar. 5, 2019 at 12:27 p.m. ET"
"S&P 500 nails the range top (2,817), modest selling pressure resurfaces","Mar. 4, 2019 at 11:43 a.m. ET"
"When, and when not, to borrow from your 401(k)","Mar. 4, 2019 at 10:05 a.m. ET"
It’s Time to Stop Betting on Warren Buffett,"Mar. 4, 2019 at 5:00 a.m. ET"
Investors should no longer bet on Warren Buffett,"Mar. 3, 2019 at 12:16 p.m. ET"
"Vanguard, SoFi Lead the Latest Charge to Cut Fund Fees","Mar. 1, 2019 at 9:20 p.m. ET"
"If you want to be a successful stock market investor, don’t think like a Republican or a Democrat","Mar. 1, 2019 at 5:52 p.m. ET"
Vanguard Just Made Its S&P 500 Fund Even Cheaper,"Mar. 1, 2019 at 11:22 a.m. ET"
"S&P 500 rallies toward major resistance, pulling-teeth retest underway","Mar. 1, 2019 at 11:24 a.m. ET"
"Bull trend pauses: Nasdaq, Dow industrials maintain major support","Feb. 28, 2019 at 11:58 a.m. ET"
"Charting a garden-variety pullback, Nasdaq nails major support (7,486)","Feb. 27, 2019 at 12:08 p.m. ET"
How to invest in utility stocks now,"Feb. 26, 2019 at 3:06 p.m. ET"
"Charting a V-shaped reversal, S&P 500 hesitates at major resistance","Feb. 26, 2019 at 12:46 p.m. ET"
How a new crop of tech IPOs may steal sentiment from FAANG stocks,"Feb. 25, 2019 at 4:52 p.m. ET"
A tip you can use to make money from Warren Buffett’s multibillion-dollar loss,"Feb. 25, 2019 at 4:49 p.m. ET"
The Latest ETF Trends,"Feb. 15, 2019 at 6:50 p.m. ET"
Mutual Funds and ETFs Are Feeling the Pinch,"Jan. 11, 2019 at 12:20 p.m. ET"
"Bull trend strengthens, S&P 500 ventures atop major resistance (2,802)","Feb. 25, 2019 at 11:58 a.m. ET"
"Charting a tandem breakout attempt: Nasdaq, Dow industrials clear major resistance","Feb. 22, 2019 at 11:37 a.m. ET"
"Charting a bull-trend pullback: Nasdaq, Dow industrials hesitate at major resistance","Feb. 21, 2019 at 12:08 p.m. ET"
How trillion-dollar stock-market index funds are vulnerable to manipulation that ‘could harm American investors’,"Feb. 20, 2019 at 8:31 p.m. ET"
"The Dow Jones Industrial Average, at the current pace, is on track to hit 30,000 in April","Feb. 20, 2019 at 6:38 p.m. ET"
"Nasdaq nails major resistance, slow-motion breakout attempt underway","Feb. 20, 2019 at 11:50 a.m. ET"
Stock investors are falling in love with emerging markets — here’s why that might be a problem,"Feb. 20, 2019 at 7:45 a.m. ET"
"S&P 500 extends break atop 200-day average, rises to nail next resistance (2,773)","Feb. 15, 2019 at 11:47 a.m. ET"
An Energy Options Strategy to Turn Fear Into Profit,"Feb. 15, 2019 at 9:00 a.m. ET"
The most popular stock market indicator just gave a buy signal — ignore it,"Feb. 14, 2019 at 4:53 p.m. ET"
Charting a jagged breakout attempt: S&P 500 whipsaws at major resistance,"Feb. 14, 2019 at 11:58 a.m. ET"
Aurora Cannabis is a prime example of why marijuana investors should focus on money flows,"Feb. 13, 2019 at 4:19 p.m. ET"
"Nasdaq nails 200-day average, S&P 500 extends break atop major resistance","Feb. 13, 2019 at 11:50 a.m. ET"
"Bull trend strengthens, S&P 500 rattles cage on 200-day average","Feb. 12, 2019 at 12:32 p.m. ET"
Proof that you can outperform with the right actively managed stock fund,"Feb. 12, 2019 at 11:03 a.m. ET"
You can bet that the U.S.-China trade deal won’t help stocks — here’s why,"Feb. 11, 2019 at 5:54 p.m. ET"
"Bull trend intact, S&P 500 absorbs downturn from 200-day average","Feb. 11, 2019 at 11:43 a.m. ET"
How to tell when a marijuana-stock rally is real or a mirage,"Feb. 11, 2019 at 11:17 a.m. ET"
"The ETF Industry’s Biggest Problem, and How to Fix It","Feb. 8, 2019 at 7:23 p.m. ET"
"Charting limited technical damage (so far), S&P 500 extends pullback from resistance","Feb. 8, 2019 at 12:14 p.m. ET"
"If you own Apple, Amazon, Facebook or AMD, look out below","Feb. 7, 2019 at 8:07 p.m. ET"
Charting a failed technical test: S&P 500 balks at 200-day average amid trade concerns,"Feb. 7, 2019 at 12:21 p.m. ET"
"What to do now if you own, or want to buy, marijuana stocks","Feb. 6, 2019 at 2:24 p.m. ET"
"Charting a slow-motion breakout attempt, S&P 500 hesitates at 200-day average","Feb. 6, 2019 at 11:33 a.m. ET"
How hard is it to be a stock-market bear right now? This chart drives it home,"Feb. 6, 2019 at 9:31 a.m. ET"
"Bull trend strengthens, S&P 500 approaches 200-day average","Feb. 5, 2019 at 12:59 p.m. ET"
"Charting a bullish February start, Dow industrials sustain slight break atop 200-day average","Feb. 4, 2019 at 11:34 a.m. ET"
"S&P 500 confirms bull trend, rises to nail next resistance (2,710)","Feb. 1, 2019 at 12:00 p.m. ET"
"Bull trend accelerates, S&P 500 reclaims major resistance (2,673) after the Fed","Jan. 31, 2019 at 11:57 a.m. ET"
"Charting a breakout attempt: Dow industrials rattle cage on major resistance (24,876)","Jan. 30, 2019 at 11:12 a.m. ET"
Klarman is the latest billionaire money manager with a hot stock-picking hand gone cold,"Jan. 30, 2019 at 10:54 a.m. ET"
"When stock markets turned turbulent, ESG funds punched above their weight","Jan. 29, 2019 at 4:07 p.m. ET"
"Charting a garden-variety pullback, S&P 500 asserts near-term range","Jan. 29, 2019 at 12:16 p.m. ET"
"Charting a market whipsaw, S&P 500 pulls in to major support (2,631)","Jan. 28, 2019 at 11:30 a.m. ET"
"Semiconductor stocks are hot — here are the winners, losers and analyst favorites","Jan. 28, 2019 at 10:46 a.m. ET"
Chip stocks are a reliable bullish signal for the market — here’s what they’re saying now,"Jan. 25, 2019 at 2:35 p.m. ET"
"Bull ’trend’ persists, S&P 500 back for second crack at major resistance (2,673)","Jan. 25, 2019 at 11:27 a.m. ET"
"Charting a successful technical test, S&P 500 maintains major support","Jan. 24, 2019 at 11:11 a.m. ET"
"Trump, in a bind on trade, will determine the direction of the stock market","Jan. 24, 2019 at 11:08 a.m. ET"
This stock fund provides a safety net by guaranteeing almost all of your principal,"Jan. 23, 2019 at 5:13 p.m. ET"
"S&P 500 retests major support (2,631) as first January selling pressure surfaces","Jan. 23, 2019 at 12:01 p.m. ET"
"S&P 500 reaches firmer technical ground, pulls in from major resistance","Jan. 22, 2019 at 1:05 p.m. ET"
Why Jeffrey Gundlach Likes a Gold Stock Fund,"Jan. 18, 2019 at 9:00 p.m. ET"
Bogle and ETFs: A Complicated History,"Jan. 18, 2019 at 5:23 p.m. ET"
How Jack Bogle Changed Investing,"Jan. 17, 2019 at 7:00 p.m. ET"
"Bull case strengthens (again), S&P 500 signals intermediate-term ‘trend’ shift","Jan. 18, 2019 at 11:50 a.m. ET"
"Charting a persistent rally attempt, S&P 500 nails major resistance","Jan. 17, 2019 at 11:44 a.m. ET"
"Bull case strengthens, Nasdaq reclaims the 50-day average","Jan. 16, 2019 at 11:51 a.m. ET"
Investors are forgetting that the stock market owes them nothing,"Jan. 15, 2019 at 4:46 p.m. ET"
"Charting a bull flag: S&P 500, Nasdaq maintain major support","Jan. 15, 2019 at 12:18 p.m. ET"
"Money flows show Netflix, AMD and Amazon shares may rocket on good news","Jan. 14, 2019 at 3:12 p.m. ET"
"Charting a near-term holding pattern, S&P 500 digests January gains","Jan. 14, 2019 at 11:19 a.m. ET"
"S&P 500 edges atop major resistance (2,581) amid persistent January rally attempt","Jan. 11, 2019 at 11:51 a.m. ET"
Charting a bullish divergence: Nasdaq reclaims the breakdown point,"Jan. 10, 2019 at 11:58 a.m. ET"
Closed-End Funds Are Staging a Roaring Comeback,"Jan. 10, 2019 at 7:00 a.m. ET"
"Charting a bull-bear stalemate: S&P 500 hesitates at major resistance (2,581)","Jan. 9, 2019 at 11:29 a.m. ET"
"For 2019, it’s about how to make money even if there’s a bear market","Jan. 9, 2019 at 10:38 a.m. ET"
"Charting a bull-bear battleground: S&P 500, Nasdaq nail major resistance","Jan. 8, 2019 at 12:23 p.m. ET"
Second 20-to-1 up day strengthens S&P 500’s ‘near-term’ recovery attempt,"Jan. 7, 2019 at 11:39 a.m. ET"
"S&P 500 back for second crack at resistance (2,520) amid Fed-fueled rally attempt","Jan. 4, 2019 at 11:37 a.m. ET"
Here’s how astute investors should think about Apple’s stock today,"Jan. 4, 2019 at 8:39 a.m. ET"
"S&P 500 nails resistance (2,520), pulls in amid Apple-fueled volatility","Jan. 3, 2019 at 11:56 a.m. ET"
"Charting a ‘near-term’ rally attempt, S&P 500 rises amid major technical damage","Jan. 2, 2019 at 12:07 p.m. ET"
"Tech stocks lead premarket selloff, with QQQs down 2.4%","Jan. 2, 2019 at 9:01 a.m. ET"
"What if the Dow fell another 4,000-plus points — would you be prepared?","Dec. 29, 2018 at 10:56 a.m. ET"
The Fed’s Powell prevented a stock market crash by throwing red meat to the bears,"Dec. 21, 2018 at 3:34 p.m. ET"
"Charting the December carnage, S&P 500 tags the 2,450 target","Dec. 21, 2018 at 12:05 p.m. ET"
"Falling-knife backdrop persists, S&P 500 extends to less-charted territory","Dec. 20, 2018 at 11:57 a.m. ET"
The Fed’s Critical Role for 2019,"Dec. 14, 2018 at 3:45 p.m. ET"
You’re not alone: Hedge fund manager Steven Cohen is suffering in the stock market too,"Dec. 19, 2018 at 11:58 a.m. ET"
"S&P 500 establishes near-term floor, bounces modestly ahead of Fed","Dec. 19, 2018 at 11:40 a.m. ET"
This positive data point says Santa may arrive at the stock market after all,"Dec. 19, 2018 at 10:01 a.m. ET"
"Charting a falling-knife backdrop, S&P 500 confirms primary downtrend","Dec. 18, 2018 at 12:42 p.m. ET"
Here’s an evergreen strategy to make money in a volatile stock market,"Dec. 18, 2018 at 7:40 a.m. ET"
The S&P 500’s lower low warns that the worst is yet to come,"Dec. 18, 2018 at 6:55 a.m. ET"
"S&P 500 reaches less-charted territory, second test of major support (2,581) underway","Dec. 17, 2018 at 11:42 a.m. ET"
"Charting a failed technical test, S&P 500 traverses negative YTD territory","Dec. 14, 2018 at 11:17 a.m. ET"
S&P 500 balks at major resistance as December bounce fades,"Dec. 13, 2018 at 11:36 a.m. ET"
Three low-volatility investing strategies for a highly volatile stock market,"Dec. 13, 2018 at 10:09 a.m. ET"
Here are the risks stock-market bulls should fear most in 2019: HSBC,"Dec. 13, 2018 at 9:31 a.m. ET"
"S&P 500 extends corrective bounce, major resistance (2,673) under siege","Dec. 12, 2018 at 11:15 a.m. ET"
"‘Key reversal’ in Apple’s stock prompted a market rebound, but investors ought to be suspicious","Dec. 11, 2018 at 5:36 p.m. ET"
Charting a December bounce: S&P 500 nails major support,"Dec. 11, 2018 at 12:44 p.m. ET"
"Here’s the most recent update on money flows in Nvidia, Apple and Amazon","Dec. 11, 2018 at 9:47 a.m. ET"
Bearish momentum accelerates: S&P 500 ventures under major support,"Dec. 10, 2018 at 11:31 a.m. ET"
"Charting a bearish market whipsaw, S&P 500 asserts wide December range","Dec. 7, 2018 at 12:02 p.m. ET"
Charting an aggressive December downdraft amid S&P 500’s pending death cross,"Dec. 6, 2018 at 12:00 p.m. ET"
Market bears resurface: S&P 500 nails major resistance amid flattening yield curve,"Dec. 4, 2018 at 1:21 p.m. ET"
This bullish technical pattern in the stock market supports Trump and Xi’s trade tango,"Dec. 3, 2018 at 4:25 p.m. ET"
"Charting a trade-fueled rally attempt, S&P 500 reclaims 200-day average","Dec. 3, 2018 at 11:58 a.m. ET"
"Sell U.S. Tech Stocks, Buy Emerging Markets, Says Rob Arnott","Nov. 29, 2018 at 1:41 p.m. ET"
"S&P 500 nails major resistance (2,742), sustains initial Fed-fueled gains","Nov. 30, 2018 at 11:57 a.m. ET"
Fed minutes point to December rate hike as central bank wants to remove forward guidance,"Nov. 29, 2018 at 2:00 p.m. ET"
"Charting a Fed-fueled nearly 8-to-1 up day, S&P 500 spikes to major resistance","Nov. 29, 2018 at 12:16 p.m. ET"
"This chart shows a good sign for tech stocks, but the bear is ready to pounce","Nov. 28, 2018 at 4:55 p.m. ET"
"S&P 500 extends bounce ahead of the Fed, reclaims first resistance","Nov. 28, 2018 at 11:52 a.m. ET"
"Charting a bull-bear technical test: S&P 500 nails the breakdown point (2,673)","Nov. 26, 2018 at 11:46 a.m. ET"
Al Gore Sold Visa and JD.com Stock — and Saved a Bundle,"Nov. 23, 2018 at 7:00 a.m. ET"
The poster child of bull-market excess just dimmed the prospects of the broader stock market,"Nov. 22, 2018 at 10:10 a.m. ET"
"S&P 500 tags negative YTD territory, back for initial crack at the breakdown point","Nov. 21, 2018 at 12:21 p.m. ET"
"Bearish momentum persists: S&P 500, Nasdaq stall at well-defined resistance","Nov. 19, 2018 at 12:00 p.m. ET"
Using Stock Options to Bet on a G-20 Trade Deal,"Nov. 17, 2018 at 6:00 a.m. ET"
These two chart patterns tell the real story of the stock market,"Nov. 14, 2018 at 3:41 p.m. ET"
"Charting persistent November volatility, Dow industrials challenge 200-day average","Nov. 14, 2018 at 12:23 p.m. ET"
Here’s how to easily reduce your investment risk just at the right time,"Nov. 14, 2018 at 10:52 a.m. ET"
"Charting a post-election downdraft, S&P 500 returns to mini-crash range","Nov. 13, 2018 at 1:07 p.m. ET"
The big danger to the stock market is lurking in this chart,"Nov. 12, 2018 at 3:35 p.m. ET"
"Charting a failed technical test: S&P 500, Nasdaq violate 200-day average","Nov. 12, 2018 at 11:57 a.m. ET"
"S&P 500 nails the range top (2,817), stalls at well-defined resistance","Nov. 9, 2018 at 11:52 a.m. ET"
"Bull case strengthens: S&P 500, Nasdaq knife atop 200-day average","Nov. 8, 2018 at 12:09 p.m. ET"
"Whether You’re a Stock Market Bear or a Bull, You Better Get This Call Right","Nov. 8, 2018 at 12:06 p.m. ET"
"Charting November follow-through, S&P 500 ventures atop 200-day average","Nov. 7, 2018 at 11:47 a.m. ET"
Charting the S&P 500’s November bounce ahead of U.S. midterms,"Nov. 6, 2018 at 12:33 p.m. ET"
How Trump could rescue Apple’s fast-sinking stock,"Nov. 6, 2018 at 8:35 a.m. ET"
"Charting a near-term holding pattern, S&P 500 asserts the range","Nov. 5, 2018 at 11:43 a.m. ET"
The ‘smart money’ is staying neutral on Apple,"Nov. 2, 2018 at 1:06 p.m. ET"
Market bears resurface as major U.S. benchmarks tag next resistance,"Nov. 2, 2018 at 11:44 a.m. ET"
Apple’s Earnings Are Already Hitting the Dow Jones Industrial Average,"Nov. 1, 2018 at 5:32 p.m. ET"
"Charting a shooting star, S&P 500 nails the breakdown point (2,710)","Nov. 1, 2018 at 11:40 a.m. ET"
Why Nov. 1 is the make-or-break day for the stock market,"Nov. 1, 2018 at 9:24 a.m. ET"
Professional investors are snapping up Facebook and avoiding Amazon,"Nov. 1, 2018 at 9:19 a.m. ET"
Here’s your seven-point guide for the next phase of the stock market,"Nov. 1, 2018 at 8:06 a.m. ET"
Is Halloween a good time to invest in stocks? One study looking back 300 years say yes,"Oct. 31, 2018 at 4:46 p.m. ET"
"Closing out a damaging October plunge, U.S. benchmarks rise from multi-month lows","Oct. 31, 2018 at 11:59 a.m. ET"
Here are the six things that could ignite a rally in the stock market,"Oct. 29, 2018 at 2:59 p.m. ET"
"S&P 500 lifts to the breakdown point (2,710), latest retest underway","Oct. 29, 2018 at 11:54 a.m. ET"
This money-flow chart shows that Amazon and Netflix are in dangerous territory,"Oct. 29, 2018 at 8:49 a.m. ET"
"Bearish momentum intact, S&P 500 tags the 10% correction mark","Oct. 26, 2018 at 11:47 a.m. ET"
‘Buy-and-hold’ investors are keeping the faith — and endangering themselves,"Oct. 26, 2018 at 8:43 a.m. ET"
"Charting a primary trend shift, October downdraft inflicts extensive damage","Oct. 25, 2018 at 12:34 p.m. ET"
"Charting a second corrective bounce, S&P 500 lifts from four-month lows","Oct. 24, 2018 at 12:25 p.m. ET"
"Charting an ominous technical tilt, S&P 500 plunges from the 200-day average","Oct. 23, 2018 at 12:49 p.m. ET"
"Would you be prepared if the Dow Jones Industrial Average were to fall 5,700 points?","Oct. 23, 2018 at 9:02 a.m. ET"
"S&P 500, Nasdaq nail 200-day average amid lackluster recovery attempt","Oct. 22, 2018 at 11:49 a.m. ET"
"Marijuana investors may lose 90% of their money in Canada, so consider the really big prize elsewhere","Oct. 20, 2018 at 5:14 p.m. ET"
"Charting October volatility: S&P 500, Nasdaq whipsaw at the 200-day average","Oct. 19, 2018 at 11:58 a.m. ET"
"Charting a fragile recovery attempt, S&P 500 digests initial technical progress","Oct. 18, 2018 at 11:39 a.m. ET"
"Charting a market recovery attempt: S&P 500, Nasdaq venture atop 200-day average","Oct. 17, 2018 at 11:42 a.m. ET"
What could hurt marijuana stocks? Too much love from investors,"Oct. 17, 2018 at 4:24 a.m. ET"
Corporate insiders are taking the stock market’s big selloff in stride,"Oct. 15, 2018 at 4:02 p.m. ET"
"S&P 500 nails the 200-day average, initial retest from underneath still underway","Oct. 15, 2018 at 11:49 a.m. ET"
Six blue-chip stocks to buy on the dip,"Oct. 15, 2018 at 8:58 a.m. ET"
"Charting a dead-cat bounce, S&P 500 retests 200-day average from underneath","Oct. 12, 2018 at 11:56 a.m. ET"
How one investor sidestepped this week’s stock-market decline,"Oct. 12, 2018 at 9:36 a.m. ET"
Yesterday’s Stock Market Dive Pointed to a Weird New Dynamic,"Oct. 10, 2018 at 4:34 p.m. ET"
"Bearish momentum accelerates, 10-to-1 down day inflicts technical damage","Oct. 11, 2018 at 12:24 p.m. ET"
"To invest successfully in marijuana stocks, avoid this one thing","Oct. 10, 2018 at 8:55 a.m. ET"
"Cracks surface in the bull trend, S&P 500 nails major support","Oct. 9, 2018 at 12:49 p.m. ET"
"October downturn accelerates, placing major S&P 500 support (2,873) under siege","Oct. 8, 2018 at 12:03 p.m. ET"
"Charting fourth-quarter cross currents, Nasdaq violates key trendline support","Oct. 5, 2018 at 11:57 a.m. ET"
Forget Facebook and Apple and buy cheap BANG stocks,"Oct. 5, 2018 at 9:31 a.m. ET"
"Market bears resurface as Treasury yields spike, S&P 500 nails major resistance","Oct. 4, 2018 at 12:04 p.m. ET"
"Charting the approach of Dow 27,000 as technical divergence persists","Oct. 3, 2018 at 11:35 a.m. ET"
Small-Cap Stocks Are Getting Killed. It Might Be Time to Buy,"Oct. 2, 2018 at 2:45 p.m. ET"
"Charting a trade-fueled breakout attempt, S&P 500 challenges record close","Oct. 1, 2018 at 11:39 a.m. ET"
Long-term investors can beat the S&P 500 by favoring equal-weighted ETFs,"Sep. 29, 2018 at 9:18 a.m. ET"
"Closing out a bullish third quarter, Nasdaq rattles the cage on a breakout","Sep. 28, 2018 at 11:16 a.m. ET"
"Charting market rotation, bull trend absorbs Fed-fueled volatility","Sep. 27, 2018 at 12:04 p.m. ET"
The Fed isn’t paying enough attention to a key asset class that could trip up this stock rally,"Sep. 27, 2018 at 9:34 a.m. ET"
Fear of October is creeping into money flows in 11 popular tech stocks,"Sep. 27, 2018 at 9:04 a.m. ET"
S&P 500 nails the breakout point (again) amid garden-variety pullback,"Sep. 26, 2018 at 11:16 a.m. ET"
A Venerable Market-Timing Tool No Longer Works,"Sep. 26, 2018 at 8:00 a.m. ET"
Analyst warns of ‘Jenga top’ for ‘top-heavy’ stock market,"Sep. 25, 2018 at 6:00 a.m. ET"
Gold Is Cheap. Inflation Is Coming. You Do the Math,"Sep. 21, 2018 at 10:14 p.m. ET"
This strategist has the next move for this ‘buy-and-hold-no-matter-what’ stock market,"Sep. 21, 2018 at 9:31 a.m. ET"
"Charting a break to ‘clear skies’ territory: S&P 500, Dow industrials tag record highs","Sep. 20, 2018 at 11:51 a.m. ET"
"Dow industrials extend technical breakout, rise within view of record highs","Sep. 19, 2018 at 11:50 a.m. ET"
Charting a bull-flag breakout attempt: Dow industrials challenge seven-month highs,"Sep. 18, 2018 at 12:47 p.m. ET"
S&P 500 traverses the September range as trade-policy tensions persist,"Sep. 17, 2018 at 11:32 a.m. ET"
Volatility Trades for Nervous Times,"Sep. 14, 2018 at 8:00 a.m. ET"
Charting the Dow industrials’ bull-flag breakout attempt,"Sep. 14, 2018 at 11:37 a.m. ET"
Charting a successful technical test: S&P 500 rallies from major support,"Sep. 13, 2018 at 11:44 a.m. ET"
Rate Hikes Could Hurt These High-Yielding Sectors,"Sep. 12, 2018 at 4:07 p.m. ET"
"S&P 500 rallies from the breakout point, Nasdaq holds key trendline","Sep. 12, 2018 at 11:35 a.m. ET"
Heed the early-warning signal in 11 popular tech stocks’ money flows,"Sep. 12, 2018 at 10:05 a.m. ET"
"Nasdaq maintains key trendline support, S&P 500 nails the breakout point","Sep. 10, 2018 at 11:26 a.m. ET"
Midterm Elections Offer Promise and Peril,"Sep. 7, 2018 at 12:55 p.m. ET"
"Charting a garden-variety pullback, S&P 500 maintains the breakout point","Sep. 7, 2018 at 11:59 a.m. ET"
5 reasons to dial back on eurozone stocks for the rest of the year,"Sep. 7, 2018 at 7:39 a.m. ET"
"S&P 500 pulls in to the breakout point (2,873), initial retest underway","Sep. 5, 2018 at 11:40 a.m. ET"
"Charting a bull-trend pullback, S&P 500 digests rally atop 20-day volatility bands","Sep. 4, 2018 at 12:36 p.m. ET"
"S&P 500, Nasdaq digest two standard deviation August breakout","Aug. 31, 2018 at 11:32 a.m. ET"
S&P 500 and Nasdaq register powerful spike atop 20-day volatility bands,"Aug. 30, 2018 at 11:20 a.m. ET"
Cheap Ways to Play a Bull Market,"Aug. 30, 2018 at 8:00 a.m. ET"
"Charting a runaway gap: S&P 500, Nasdaq extend break to uncharted territory","Aug. 29, 2018 at 11:32 a.m. ET"
"Charting the break to ‘clear skies’ territory: S&P 500, Nasdaq tag record highs","Aug. 28, 2018 at 11:52 a.m. ET"
"S&P 500, Nasdaq take flight, extend August rally to uncharted territory","Aug. 27, 2018 at 11:35 a.m. ET"
"S&P 500, Nasdaq edge to uncharted territory, headline breakout attempt underway","Aug. 24, 2018 at 11:46 a.m. ET"
"Charting a bull-trend pullback, S&P 500 hesitates at major resistance","Aug. 23, 2018 at 11:54 a.m. ET"
Investors should train their sights on how Cohen and Manafort could affect the midterm elections,"Aug. 23, 2018 at 8:46 a.m. ET"
U.S. stocks have trounced emerging markets this year and Deutsche Bank doesn’t expect that to change,"Aug. 22, 2018 at 12:38 p.m. ET"
"S&P 500 briefly tags fractional record high, extended breakout attempt underway","Aug. 22, 2018 at 11:57 a.m. ET"
Cohen pleads guilty to campaign-finance violations as Manafort found guilty of tax fraud,"Aug. 21, 2018 at 6:14 p.m. ET"
Stock market ETFs fall in after-hours trade as ex-Trump attorney implies he violated campaign law at behest of Trump,"Aug. 21, 2018 at 5:51 p.m. ET"
"Charting an August breakout attempt, S&P 500 approaches record territory","Aug. 21, 2018 at 12:36 p.m. ET"
Charting a bullish reversal: S&P 500 extends rally from major support,"Aug. 20, 2018 at 12:14 p.m. ET"
Here’s how dramatically U.S. stocks are dominating emerging markets this year,"Aug. 20, 2018 at 11:55 a.m. ET"
Surviving the Season of High Volatility,"Aug. 17, 2018 at 9:19 a.m. ET"
11 marijuana stocks’ money flows show which are investor favorites,"Aug. 17, 2018 at 3:43 p.m. ET"
Three ‘tiebreakers’ that will determine if stock market bulls or bears are right,"Aug. 17, 2018 at 3:42 p.m. ET"
The biggest contagion risk to U.S. stocks isn’t Turkey — it’s an already-deteriorating China,"Aug. 16, 2018 at 10:52 a.m. ET"
‘America first’ — U.S. stock market outpaces global competitors,"Aug. 16, 2018 at 5:12 a.m. ET"
"S&P 500 nails the 2,802 breakout point, Dow industrials venture under key trendline","Aug. 15, 2018 at 11:39 a.m. ET"
How to Bet on Chip Stocks,"May. 17, 2018 at 3:04 p.m. ET"
"Bull trend absorbs shot across bow, Dow industrials maintain trendline support","Aug. 14, 2018 at 12:27 p.m. ET"
"Charting a bull-trend whipsaw, S&P 500 absorbs Turkey-fueled downdraft","Aug. 13, 2018 at 11:40 a.m. ET"
S&P 500 ventures under the breakout point amid currency cross currents,"Aug. 10, 2018 at 11:44 a.m. ET"
This S&P 500 chart shows the market is at a critical juncture,"Aug. 10, 2018 at 9:03 a.m. ET"
"Charting a bull trend holding pattern, U.S. benchmarks maintain first support","Aug. 9, 2018 at 11:18 a.m. ET"
Charting the Nasdaq’s slow-motion approach of record territory,"Aug. 8, 2018 at 11:23 a.m. ET"
5 smart trades that will get you away from pricey tech stocks,"Aug. 8, 2018 at 8:43 a.m. ET"
"Buffett recommends you buy insurance and jewelry from him, but which of his stock holdings are worth owning?","Aug. 7, 2018 at 8:53 a.m. ET"
"S&P 500 extends rally from major support, Nasdaq reclaims the breakdown point","Aug. 6, 2018 at 11:30 a.m. ET"
Free Funds! But Low Prices Aren’t Everything,"Aug. 2, 2018 at 8:00 a.m. ET"
"Charting a bullish reversal, Nasdaq knifes to the breakdown point","Aug. 3, 2018 at 11:29 a.m. ET"
"The trade war is starting to get real — investors, take these steps","Aug. 3, 2018 at 10:27 a.m. ET"
This chart says stocks are about to run out of gas in a big way,"Aug. 3, 2018 at 8:37 a.m. ET"
"Nasdaq nails trendline support (again), bullish intraday reversal underway","Aug. 2, 2018 at 11:57 a.m. ET"
"S&P 500 holds the breakout point, Nasdaq maintains key trendline ahead of Fed","Aug. 1, 2018 at 11:41 a.m. ET"
These 9 stocks will win from the esports craze,"Aug. 1, 2018 at 11:11 a.m. ET"
Emotions are getting the best of stock market investors,"Jul. 31, 2018 at 4:03 p.m. ET"
"Nasdaq violates major support, rattles cage on 50-day average","Jul. 30, 2018 at 11:56 a.m. ET"
The fate of the stock market for 2018 could rest on the next couple of days,"Jul. 30, 2018 at 11:08 a.m. ET"
Fear the FAANG stocks? Here’s a better S&P 500 index fund for you,"Jul. 30, 2018 at 8:23 a.m. ET"
"Dow industrials extend July breakout, Nasdaq pulls in to major support","Jul. 27, 2018 at 11:42 a.m. ET"
These four fund managers and 30 analysts figured out how to consistently beat the S&P 500,"Jul. 27, 2018 at 7:10 a.m. ET"
Charting market rotation: S&P 500 and Dow industrials take flight,"Jul. 26, 2018 at 11:48 a.m. ET"
This reversal shows there’s risk in the bullish stock market — and Facebook is further proof,"Jul. 26, 2018 at 10:03 a.m. ET"
"Charting market cross currents, Nasdaq absorbs bearish single-day reversal","Jul. 25, 2018 at 12:00 p.m. ET"
Got a need for speed? Be careful around the stock market’s curves,"Jul. 24, 2018 at 2:37 p.m. ET"
"Nasdaq, S&P 500 tag the breakout point, latest slow-motion retest underway","Jul. 23, 2018 at 11:34 a.m. ET"
"S&P 500 nails the 2,802 breakout point, successful retest strengthens bull case","Jul. 20, 2018 at 11:49 a.m. ET"
2 Options Trades for Netflix Investors,"Jul. 20, 2018 at 11:32 a.m. ET"
"Here are the latest X-rays of 11 popular stocks, including Netflix and Facebook","Jul. 20, 2018 at 11:17 a.m. ET"
"S&P 500, Nasdaq pull in to the breakout point, initial retest underway","Jul. 19, 2018 at 11:31 a.m. ET"
"Charting a modest July breakout, S&P 500 escapes jagged range","Jul. 18, 2018 at 12:01 p.m. ET"
